date,capital,peak,drawdown
2021-12-29,101016.8413798547,101016.8413798547,0.0
2021-12-30,101016.8413798547,101016.8413798547,0.0
2021-12-31,101016.8413798547,101016.8413798547,0.0
2022-01-03,101016.8413798547,101016.8413798547,0.0
2022-01-04,101016.8413798547,101016.8413798547,0.0
2022-01-05,101016.8413798547,101016.8413798547,0.0
2022-01-06,101016.8413798547,101016.8413798547,0.0
2022-01-07,101016.8413798547,101016.8413798547,0.0
2022-01-10,101016.8413798547,101016.8413798547,0.0
2022-01-11,101016.8413798547,101016.8413798547,0.0
2022-01-12,101016.8413798547,101016.8413798547,0.0
2022-01-13,101016.8413798547,101016.8413798547,0.0
2022-01-14,101016.8413798547,101016.8413798547,0.0
2022-01-18,101016.8413798547,101016.8413798547,0.0
2022-01-19,101016.8413798547,101016.8413798547,0.0
2022-01-20,101016.8413798547,101016.8413798547,0.0
2022-01-21,101016.8413798547,101016.8413798547,0.0
2022-01-24,101016.8413798547,101016.8413798547,0.0
2022-01-25,101016.8413798547,101016.8413798547,0.0
2022-01-27,101016.8413798547,101016.8413798547,0.0
2022-01-28,101016.8413798547,101016.8413798547,0.0
2022-01-31,101016.8413798547,101016.8413798547,0.0
2022-02-01,101016.8413798547,101016.8413798547,0.0
2022-02-02,101016.8413798547,101016.8413798547,0.0
2022-02-03,101016.8413798547,101016.8413798547,0.0
2022-02-04,101126.67146301971,101126.67146301971,0.0
2022-02-07,101126.67146301971,101126.67146301971,0.0
2022-02-08,101126.67146301971,101126.67146301971,0.0
2022-02-09,101126.67146301971,101126.67146301971,0.0
2022-02-10,101126.67146301971,101126.67146301971,0.0
2022-02-11,101126.67146301971,101126.67146301971,0.0
2022-02-14,101126.67146301971,101126.67146301971,0.0
2022-02-15,101126.67146301971,101126.67146301971,0.0
2022-02-16,101126.67146301971,101126.67146301971,0.0
2022-02-17,101126.67146301971,101126.67146301971,0.0
2022-02-18,101126.67146301971,101126.67146301971,0.0
2022-02-22,101126.67146301971,101126.67146301971,0.0
2022-02-23,101126.67146301971,101126.67146301971,0.0
2022-02-24,101126.67146301971,101126.67146301971,0.0
2022-02-25,101126.67146301971,101126.67146301971,0.0
2022-02-28,101126.67146301971,101126.67146301971,0.0
2022-03-02,101126.67146301971,101126.67146301971,0.0
2022-03-03,101126.67146301971,101126.67146301971,0.0
2022-03-04,101126.67146301971,101126.67146301971,0.0
2022-03-07,101126.67146301971,101126.67146301971,0.0
2022-03-08,101126.67146301971,101126.67146301971,0.0
2022-03-09,101126.67146301971,101126.67146301971,0.0
2022-03-10,101126.67146301971,101126.67146301971,0.0
2022-03-11,101126.67146301971,101126.67146301971,0.0
2022-03-14,101126.67146301971,101126.67146301971,0.0
2022-03-15,101126.67146301971,101126.67146301971,0.0
2022-03-16,101126.67146301971,101126.67146301971,0.0
2022-03-17,101126.67146301971,101126.67146301971,0.0
2022-03-21,101126.67146301971,101126.67146301971,0.0
2022-03-22,101126.67146301971,101126.67146301971,0.0
2022-03-23,101126.67146301971,101126.67146301971,0.0
2022-03-24,101126.67146301971,101126.67146301971,0.0
2022-03-25,101126.67146301971,101126.67146301971,0.0
2022-03-28,101126.67146301971,101126.67146301971,0.0
2022-03-29,101126.67146301971,101126.67146301971,0.0
2022-03-30,101126.67146301971,101126.67146301971,0.0
2022-03-31,101126.67146301971,101126.67146301971,0.0
2022-04-01,101126.67146301971,101126.67146301971,0.0
2022-04-04,101126.67146301971,101126.67146301971,0.0
2022-04-05,101126.67146301971,101126.67146301971,0.0
2022-04-06,101126.67146301971,101126.67146301971,0.0
2022-04-07,101126.67146301971,101126.67146301971,0.0
2022-04-08,101126.67146301971,101126.67146301971,0.0
2022-04-11,101126.67146301971,101126.67146301971,0.0
2022-04-12,101126.67146301971,101126.67146301971,0.0
2022-04-13,101126.67146301971,101126.67146301971,0.0
2022-04-18,101126.67146301971,101126.67146301971,0.0
2022-04-19,101844.27059198449,101844.27059198449,0.0
2022-04-20,101844.27059198449,101844.27059198449,0.0
2022-04-21,101844.27059198449,101844.27059198449,0.0
2022-04-22,101844.27059198449,101844.27059198449,0.0
2022-04-25,101844.27059198449,101844.27059198449,0.0
2022-04-26,101844.27059198449,101844.27059198449,0.0
2022-04-27,101844.27059198449,101844.27059198449,0.0
2022-04-28,101844.27059198449,101844.27059198449,0.0
2022-04-29,101844.27059198449,101844.27059198449,0.0
2022-05-02,102106.62952174431,102106.62952174431,0.0
2022-05-04,102106.62952174431,102106.62952174431,0.0
2022-05-05,102106.62952174431,102106.62952174431,0.0
2022-05-06,102106.62952174431,102106.62952174431,0.0
2022-05-09,102106.62952174431,102106.62952174431,0.0
2022-05-10,102106.62952174431,102106.62952174431,0.0
2022-05-11,102106.62952174431,102106.62952174431,0.0
2022-05-12,102106.62952174431,102106.62952174431,0.0
2022-05-13,102106.62952174431,102106.62952174431,0.0
2022-05-16,102106.62952174431,102106.62952174431,0.0
2022-05-17,102106.62952174431,102106.62952174431,0.0
2022-05-18,102106.62952174431,102106.62952174431,0.0
2022-05-19,102106.62952174431,102106.62952174431,0.0
2022-05-20,102388.84788818187,102388.84788818187,0.0
2022-05-23,102388.84788818187,102388.84788818187,0.0
2022-05-24,102388.84788818187,102388.84788818187,0.0
2022-05-25,102388.84788818187,102388.84788818187,0.0
2022-05-26,102388.84788818187,102388.84788818187,0.0
2022-05-27,102388.84788818187,102388.84788818187,0.0
2022-05-31,102388.84788818187,102388.84788818187,0.0
2022-06-01,102388.84788818187,102388.84788818187,0.0
2022-06-02,102388.84788818187,102388.84788818187,0.0
2022-06-03,102388.84788818187,102388.84788818187,0.0
2022-06-06,102388.84788818187,102388.84788818187,0.0
2022-06-07,102388.84788818187,102388.84788818187,0.0
2022-06-08,102388.84788818187,102388.84788818187,0.0
2022-06-09,102388.84788818187,102388.84788818187,0.0
2022-06-10,102388.84788818187,102388.84788818187,0.0
2022-06-13,102388.84788818187,102388.84788818187,0.0
2022-06-14,102388.84788818187,102388.84788818187,0.0
2022-06-15,102701.38312310046,102701.38312310046,0.0
2022-06-16,102701.38312310046,102701.38312310046,0.0
2022-06-17,102701.38312310046,102701.38312310046,0.0
2022-06-21,102701.38312310046,102701.38312310046,0.0
2022-06-22,102701.38312310046,102701.38312310046,0.0
2022-06-23,102701.38312310046,102701.38312310046,0.0
2022-06-24,102701.38312310046,102701.38312310046,0.0
2022-06-27,102701.38312310046,102701.38312310046,0.0
2022-06-28,102701.38312310046,102701.38312310046,0.0
2022-06-29,102701.38312310046,102701.38312310046,0.0
2022-06-30,102701.38312310046,102701.38312310046,0.0
2022-07-01,102701.38312310046,102701.38312310046,0.0
2022-07-05,102701.38312310046,102701.38312310046,0.0
2022-07-06,102701.38312310046,102701.38312310046,0.0
2022-07-07,102701.38312310046,102701.38312310046,0.0
2022-07-08,102701.38312310046,102701.38312310046,0.0
2022-07-11,102701.38312310046,102701.38312310046,0.0
2022-07-12,102701.38312310046,102701.38312310046,0.0
2022-07-13,102701.38312310046,102701.38312310046,0.0
2022-07-14,102701.38312310046,102701.38312310046,0.0
2022-07-15,102701.38312310046,102701.38312310046,0.0
2022-07-18,102701.38312310046,102701.38312310046,0.0
2022-07-19,102701.38312310046,102701.38312310046,0.0
2022-07-20,102701.38312310046,102701.38312310046,0.0
2022-07-21,102701.38312310046,102701.38312310046,0.0
2022-07-22,102701.38312310046,102701.38312310046,0.0
2022-07-25,102701.38312310046,102701.38312310046,0.0
2022-07-26,102701.38312310046,102701.38312310046,0.0
2022-07-27,102701.38312310046,102701.38312310046,0.0
2022-07-28,102701.38312310046,102701.38312310046,0.0
2022-07-29,102701.38312310046,102701.38312310046,0.0
2022-08-01,102701.38312310046,102701.38312310046,0.0
2022-08-02,102701.38312310046,102701.38312310046,0.0
2022-08-03,102701.38312310046,102701.38312310046,0.0
2022-08-04,102701.38312310046,102701.38312310046,0.0
2022-08-05,102701.38312310046,102701.38312310046,0.0
2022-08-08,102701.38312310046,102701.38312310046,0.0
2022-08-10,102701.38312310046,102701.38312310046,0.0
2022-08-11,102701.38312310046,102701.38312310046,0.0
2022-08-12,102701.38312310046,102701.38312310046,0.0
2022-08-16,102701.38312310046,102701.38312310046,0.0
2022-08-17,102701.38312310046,102701.38312310046,0.0
2022-08-18,102701.38312310046,102701.38312310046,0.0
2022-08-19,102701.38312310046,102701.38312310046,0.0
2022-08-22,102701.38312310046,102701.38312310046,0.0
2022-08-23,102701.38312310046,102701.38312310046,0.0
2022-08-24,102701.38312310046,102701.38312310046,0.0
2022-08-25,102701.38312310046,102701.38312310046,0.0
2022-08-26,102701.38312310046,102701.38312310046,0.0
2022-08-29,102701.38312310046,102701.38312310046,0.0
2022-08-30,102701.38312310046,102701.38312310046,0.0
2022-09-01,102701.38312310046,102701.38312310046,0.0
2022-09-02,102701.38312310046,102701.38312310046,0.0
2022-09-06,102701.38312310046,102701.38312310046,0.0
2022-09-07,102701.38312310046,102701.38312310046,0.0
2022-09-08,102701.38312310046,102701.38312310046,0.0
2022-09-09,102701.38312310046,102701.38312310046,0.0
2022-09-12,102701.38312310046,102701.38312310046,0.0
2022-09-13,102701.38312310046,102701.38312310046,0.0
2022-09-14,102701.38312310046,102701.38312310046,0.0
2022-09-15,102701.38312310046,102701.38312310046,0.0
2022-09-16,102701.38312310046,102701.38312310046,0.0
2022-09-19,103094.2945613935,103094.2945613935,0.0
2022-09-20,103094.2945613935,103094.2945613935,0.0
2022-09-21,103094.2945613935,103094.2945613935,0.0
2022-09-22,103094.2945613935,103094.2945613935,0.0
2022-09-23,103094.2945613935,103094.2945613935,0.0
